TAC;DEVICE_TYPE
-735554899;Smartphone
1013383805;Smartphone
2044995138;Smartphone
1150823821;Voice_centered
954418389;Voice_centered
149424079;Voice_centered
632342219;Voice_centered
-1653546354;Voice_centered
1477901355;Voice_centered
-1586116635;Tablets
1219082206;Voice_centered
312216543;Voice_centered
1193078997;Smartphone
632766404;Data_only
948200164;Smartphone
-1898537938;Feature_plus
-1927545251;Voice_centered
-358101526;Smartphone
-1033407560;Tablets
531920006;Feature_plus
-1280559764;Voice_centered
1224765703;Smartphone
751559191;Feature_plus
1624116400;Feature_plus
-1695378376;Voice_centered
-1897175355;Smartphone
2033537689;Feature_plus
-970491264;Voice_centered
1663271213;Smartphone
1822423289;Feature_plus
2102797092;Smartphone
432205480;Smartphone
-290051729;Smartphone
688553950;Smartphone
2054257584;Smartphone
-1016491639;Smartphone
1673153567;Smartphone
1422836027;Smartphone
-1777684196;Data_only
2036287870;Smartphone
874760094;Smartphone
-325242420;Smartphone
2142284658;Voice_centered
-1727240226;Data_only
1197780497;Smartphone
546981214;Smartphone
-428254997;Feature_plus
-1059152803;Feature_plus
471592680;Smartphone
-105916342;Smartphone
909791472;Smartphone
-416889250;Smartphone
-140130437;Feature_plus
727447790;Smartphone
1816860698;Smartphone
-870508237;Voice_centered
1822703441;Tablets
-1365667835;Smartphone
-2000733714;Smartphone
-534646660;Smartphone
2115409214;Smartphone
634649218;Data_only
-1321343294;Voice_centered
-1085305580;Voice_centered
1573767526;Voice_centered
1425058242;Tablets
1665847408;Smartphone
2104676122;Feature_plus
1443391403;Voice_centered
15028538;Voice_centered
1550889635;Voice_centered
-1138473194;Smartphone
1516244310;Smartphone
-869354363;Smartphone
-1476818739;Smartphone
323192125;Data_only
1674048897;Data_only
805472329;Smartphone
-940955703;Smartphone
-1467889227;Voice_centered
-464276349;Smartphone
-2101561296;Voice_centered
1218714573;Smartphone
1718376162;Voice_centered
1272275484;Voice_centered
1524189283;Voice_centered
1372418277;Voice_centered
-941534922;Smartphone
-1100901091;Voice_centered
-686577189;Smartphone
56044896;Smartphone
-1159958705;Smartphone
66863573;Smartphone
-13993326;Smartphone
-2104775288;Voice_centered
1738804647;Smartphone
-176577535;Smartphone
-393796730;Voice_centered
1944453255;Voice_centered
849777362;Smartphone
-568478974;Smartphone
-1943929615;Smartphone
-1488393613;Voice_centered
-279090925;Feature_plus
634076711;Smartphone
1400855647;Feature_plus
548642952;Voice_centered
-1557118517;Voice_centered
360232863;Data_only
1749939222;Smartphone
-94296967;Smartphone
242409205;Voice_centered
1313001673;Smartphone
-1708307950;Voice_centered
2086000301;Smartphone
-1620079874;Smartphone
-946609962;Smartphone
1157894751;Smartphone
-1325454195;Voice_centered
1765775029;Smartphone
-673622199;Voice_centered
520989434;Smartphone
1699545396;Smartphone
-147494175;Smartphone
2003545267;Smartphone
-1111975589;Smartphone
-503917935;Data_only
2049849083;Voice_centered
-919356188;Voice_centered
1028549244;Voice_centered
1053820860;Feature_plus
953866285;Smartphone
1002070760;Smartphone
-1974238710;Smartphone
1795814232;Voice_centered
-80259630;Smartphone
953208415;Voice_centered
-1424629922;Smartphone
653378272;Feature_plus
2104871109;Feature_plus
-34931627;Smartphone
-1691611779;Smartphone
-815546620;Voice_centered
-2022750956;Data_only
-894305364;Voice_centered
-2063927695;Feature_plus
-1140815819;Voice_centered
-1112287013;Voice_centered
-672318557;Smartphone
1685671472;Data_only
-1190451844;Smartphone
-1928374286;Smartphone
1059980148;Smartphone
-188279698;Smartphone
-1345518289;Smartphone
514595785;Smartphone
-1009786187;Voice_centered
-1815855986;Smartphone
-1769773482;Feature_plus
-1075179193;Smartphone
-1993949734;Smartphone
1153178479;Feature_plus
1754976308;Smartphone
-79676872;Smartphone
1183362869;Voice_centered
1674883881;Smartphone
-581340263;Voice_centered
-1229130092;Smartphone
-412157774;Voice_centered
979290813;Feature_plus
554300515;Smartphone
-329383911;Smartphone
-1209792638;Smartphone
2074825886;Feature_plus
-38876849;Feature_plus
559216035;Smartphone
-197896996;Smartphone
-337471200;Smartphone
596153794;Smartphone
458756556;Feature_plus
-1846920455;Data_only
-296080554;Voice_centered
-699273509;Voice_centered
-1273182858;Voice_centered
1916133326;Voice_centered
525816279;Smartphone
-1133284507;Smartphone
-2036323635;Smartphone
1589865930;Smartphone
322076661;Smartphone
-2036279325;Smartphone
1677843782;Smartphone
20776640;Voice_centered
680077655;Voice_centered
1987688760;Voice_centered
1024210785;Voice_centered
-1482600142;Feature_plus
1109917777;Feature_plus
34948054;Voice_centered
630056512;Tablets
560142755;Smartphone
261585210;Feature_plus
1282272580;Smartphone
1812221249;Smartphone
1274590833;Smartphone
40166332;Smartphone
-1973016020;Voice_centered
30287277;Smartphone
-1079784253;Smartphone
-352915789;Tablets
-454386727;Smartphone
1566381956;Smartphone
-641768423;Feature_plus
1267382585;Smartphone
886806700;Voice_centered
-1626092433;Smartphone
286401737;Smartphone
267594779;Voice_centered
1290694552;Smartphone
-725735076;Smartphone
1859855880;Smartphone
1995520885;Smartphone
-1988272674;Voice_centered
-334914279;Feature_plus
-851895690;Feature_plus
-1848612907;Feature_plus
-734793864;Tablets
-1254749978;Smartphone
-1623049686;Feature_plus
2202999;Smartphone
-1689511050;Smartphone
-292679518;Feature_plus
-1939817790;Tablets
471745464;Voice_centered
-1795798773;Voice_centered
-476900207;Voice_centered
-1890240263;Smartphone
41731871;Smartphone
-1470426279;Smartphone
1841250392;Smartphone
-1152317741;Feature_plus
-1838462328;Smartphone
500849679;Smartphone
872225980;Smartphone
1583631086;Smartphone
-1145515456;Smartphone
824642244;Smartphone
541956114;Tablets
893340863;Data_only
-645538697;Smartphone
-2108043254;Smartphone
630011557;Smartphone
-475042525;Smartphone
-314785375;Voice_centered
-429372619;Feature_plus
-1060242334;Data_only
1370884627;Voice_centered
-2118454553;Smartphone
1582041603;Smartphone
1885363678;Smartphone
-550993240;Smartphone
-483132430;Smartphone
559259259;Feature_plus
2086528406;Feature_plus
1255291676;Feature_plus
1646159370;Smartphone
1724244065;Smartphone
383919899;Smartphone
-788886768;Smartphone
-1953775839;Voice_centered
-526983676;Smartphone
446559015;Feature_plus
-138165492;Smartphone
1784095963;Feature_plus
1883309022;Smartphone
1221368697;Data_only
-1151905435;Smartphone
271107681;Smartphone
-2054174560;Data_only
106172780;Smartphone
756609385;Smartphone
1940070565;Smartphone
921430795;Voice_centered
-1657107123;Smartphone
1319740413;Feature_plus
1805554452;Smartphone
-748297424;Feature_plus
2088761062;Feature_plus
-1085947234;Smartphone
2141620359;Voice_centered
-1231846312;Feature_plus
-1466722598;Tablets
689796167;Voice_centered
410659059;Voice_centered
859461583;Voice_centered
801516914;Smartphone
1326191900;Smartphone
-1945914802;Smartphone
96303542;Smartphone
-463981932;Smartphone
138532057;Smartphone
-1007236454;Smartphone
410798010;Smartphone
132071318;Smartphone
692935806;Smartphone
-2008924559;Smartphone
1143245359;Smartphone
-2073530381;Smartphone
-694024935;Tablets
1413615827;Feature_plus
-1140706810;Voice_centered
1282137369;Voice_centered
-1092821826;Voice_centered
1117889165;Smartphone
1792503056;Voice_centered
346949702;Voice_centered
1302082295;Tablets
204694117;Feature_plus
933042156;Smartphone
1968357478;Voice_centered
1171863021;Voice_centered
1424917390;Smartphone
1223202519;Tablets
1509190537;Feature_plus
893078488;Smartphone
498040451;Voice_centered
-2037050713;Voice_centered
-1628194973;Smartphone
-282012661;Smartphone
-490822958;Feature_plus
1828332305;Smartphone
402435899;Smartphone
1445572700;Feature_plus
1461795255;Data_only
459445926;Voice_centered
1353782482;Feature_plus
1480927455;Voice_centered
-960078518;Feature_plus
892099614;Smartphone
1178136704;Tablets
206835565;Voice_centered
1647523632;Smartphone
426784868;Smartphone
-570348931;Smartphone
-1273883926;Feature_plus
-1134597502;Feature_plus
-2081259215;Smartphone
-917129296;Tablets
507429283;Feature_plus
-1868077053;Voice_centered
-1696039607;Smartphone
609000302;Feature_plus
-2073812396;Voice_centered
-1587143249;Voice_centered
-1759168405;Voice_centered
-1274181768;Smartphone
89970860;Smartphone
-1599120542;Smartphone
-1628568467;Smartphone
602707331;Smartphone
-889565826;Smartphone
-1912671898;Smartphone
191304566;Smartphone
1412456171;Smartphone
-408152263;Smartphone
-1508004512;Smartphone
-730467186;Smartphone
337174749;Smartphone
-1802130338;Voice_centered
1292038091;Voice_centered
-66052667;Voice_centered
436722146;Feature_plus
-1125253731;Smartphone
339632492;Smartphone
145577264;Smartphone
495748680;Feature_plus
-326362747;Smartphone
2029443913;Feature_plus
1294752009;Smartphone
-1068459678;Voice_centered
1027863636;Feature_plus
-1644330960;Smartphone
1035196145;Smartphone
-1879317659;Tablets
1064853655;Smartphone
1158872346;Feature_plus
897670373;Feature_plus
-832238381;Smartphone
-433904976;Voice_centered
-1877132915;Voice_centered
-625306679;Voice_centered
-1053109495;Smartphone
-141118603;Voice_centered
-935707890;Feature_plus
-1073360971;Feature_plus
1682521665;Smartphone
1803762866;Feature_plus
-722176823;Smartphone
-1383363173;Smartphone
-1354686011;Tablets
1120271614;Smartphone
421764142;Feature_plus
306933760;Feature_plus
-823554821;Feature_plus
-13603258;Smartphone
1351847363;Feature_plus
773652378;Voice_centered
-382812088;Smartphone
1752300768;Smartphone
-1986397576;Tablets
-1243179830;Smartphone
-1276867276;Smartphone
-762991191;Feature_plus
1032194812;Voice_centered
1132992520;Voice_centered
-456380622;Smartphone
1756465054;Smartphone
1112344998;Smartphone
394817052;Feature_plus
-2111147190;Smartphone
1025579748;Smartphone
2025227712;Smartphone
-1535623944;Smartphone
1720250618;Smartphone
-1585768619;Smartphone
1583988386;Smartphone
-998499422;Smartphone
-1649662123;Voice_centered
-770210879;Smartphone
-757106843;Smartphone
-234422736;Voice_centered
1924005726;Voice_centered
759302951;Voice_centered
135829707;Feature_plus
926403220;Feature_plus
2084879372;Feature_plus
-1937245208;Voice_centered
934519642;Smartphone
67296053;Voice_centered
-940307664;Smartphone
-1854100155;Smartphone
1234948200;Smartphone
1972729235;Feature_plus
-1058493976;Feature_plus
1066449133;Smartphone
-1339152018;Voice_centered
-648962710;Smartphone
-1914841040;Smartphone
-447979577;Feature_plus
906911057;Smartphone
1032184003;Data_only
-2048484368;Feature_plus
-1296482367;Smartphone
650608348;Voice_centered
862111230;Smartphone
1738945576;Voice_centered
-768805375;Feature_plus
1111991004;Smartphone
-1092731323;Smartphone
1569066895;Smartphone
-1893828496;Smartphone
1129853076;Smartphone
-646216032;Smartphone
-1108555888;Voice_centered
-1478028393;Smartphone
-700397811;Feature_plus
2108168983;Smartphone
-1631961938;Smartphone
589750372;Voice_centered
1310639614;Voice_centered
1637758871;Smartphone
-1138789345;Smartphone
-630890785;Smartphone
848837050;Smartphone
1678437994;Data_only
-1234231924;Smartphone
1358346559;Data_only
-917267216;Smartphone
-399499357;Smartphone
932575821;Smartphone
-207634845;Smartphone
-1918437321;Smartphone
-434355113;Smartphone
-599753543;Smartphone
-179481482;Smartphone
1286280424;Smartphone
-495823660;Smartphone
-700283191;Smartphone
-737625659;Smartphone
1482485715;Data_only
139852504;Voice_centered
1339875036;Smartphone
-1987394287;Smartphone
-1418658243;Voice_centered
364166175;Voice_centered
-1205918059;Feature_plus
294069983;Smartphone
-682774592;Feature_plus
892458581;Smartphone
1953594262;Smartphone
-26359599;Smartphone
1290939080;Feature_plus
1710147175;Smartphone
-1488951152;Smartphone
1231256778;Feature_plus
-1342566329;Feature_plus
99718499;Voice_centered
-648054755;Smartphone
897924085;Smartphone
-1521319659;Smartphone
-431056395;Smartphone
-679588730;Data_only
1024193130;Smartphone
1723752415;Smartphone
621776515;Feature_plus
-785884123;Voice_centered
804539665;Smartphone
-309012319;Voice_centered
302777919;Smartphone
-21686718;Voice_centered
1255845246;Voice_centered
-111412840;Feature_plus
1631958061;Smartphone
-543781395;Feature_plus
276060753;Feature_plus
-1230173016;Voice_centered
-1109817336;Feature_plus
-1070778948;Smartphone
812314468;Feature_plus
852634803;Voice_centered
473297244;Smartphone
-383159453;Voice_centered
1146223345;Voice_centered
-1566431068;Voice_centered
278577229;Voice_centered
649739781;Smartphone
118093927;Smartphone
1619341771;Smartphone
1579578080;Smartphone
1031650086;Smartphone
-940535567;Smartphone
-1699570949;Smartphone
-1690324265;Smartphone
250575111;Data_only
-536289077;Voice_centered
84807102;Smartphone
1164273276;Smartphone
-731261226;Smartphone
-1309816041;Smartphone
151015622;Smartphone
930247861;Smartphone
1241310264;Tablets
792242279;Voice_centered
-1945496466;Voice_centered
-344979745;Voice_centered
-1949081355;Smartphone
1140642107;Feature_plus
1234743051;Voice_centered
-1997831294;Voice_centered
402287510;Feature_plus
-1510434854;Feature_plus
650613282;Feature_plus
-1087701417;Voice_centered
877488029;Smartphone
792523260;Feature_plus
-2064826;Tablets
-1433013061;Tablets
2144851784;Smartphone
1212910953;Tablets
613062394;Data_only
1142780629;Voice_centered
-414695728;Smartphone
-475021523;Feature_plus
-1731917675;Feature_plus
814766241;Voice_centered
720566218;Smartphone
97871817;Feature_plus
1963800802;Voice_centered
-1226852411;Smartphone
1423852644;Smartphone
542484344;Voice_centered
-1835680042;Voice_centered
-532826890;Smartphone
1577751147;Smartphone
2013270047;Voice_centered
1401233588;Feature_plus
526445766;Smartphone
514116523;Voice_centered
1181635505;Feature_plus
750747850;Feature_plus
-1958271718;Feature_plus
1022624539;Smartphone
456139756;Voice_centered
-1653857657;Voice_centered
-505889093;Voice_centered
-269877865;Voice_centered
1069282486;Smartphone
-909723147;Smartphone
-378816913;Data_only
-38761153;Smartphone
2064018673;Tablets
-1736818993;Smartphone
916523836;Smartphone
-907896458;Smartphone
1980136868;Voice_centered
385774207;Smartphone
212864530;Voice_centered
1515515394;Voice_centered
1360222734;Voice_centered
-910484960;Feature_plus
1953490780;Voice_centered
-1594834323;Smartphone
-1398087817;Voice_centered
72898753;Voice_centered
-1221084516;Smartphone
1438797766;Smartphone
-1153378544;Smartphone
-1099488807;Feature_plus
1731680712;Smartphone
-1992760435;Smartphone
349049136;Voice_centered
-924908911;Smartphone
-970518453;Data_only
-210755176;Feature_plus
143538280;Smartphone
-2051732705;Voice_centered
-454529819;Smartphone
162925082;Smartphone
316568646;Tablets
-1163643716;Smartphone
-1507397531;Feature_plus
-85797775;Feature_plus
-2117261563;Voice_centered
1724236210;Feature_plus
838982919;Smartphone
-791381528;Tablets
1475003175;Voice_centered
-424701228;Feature_plus
-1516501045;Feature_plus
-1089742613;Smartphone
1295330228;Voice_centered
-1241240540;Feature_plus
-339217098;Feature_plus
1093627587;Smartphone
1342592607;Data_only
-838900900;Voice_centered
1040184022;Smartphone
809176998;Smartphone
-1030448520;Feature_plus
477372466;Feature_plus
-115474665;Smartphone
-1724884728;Feature_plus
-192174133;Smartphone
-6370899;Smartphone
1609530007;Feature_plus
1275980031;Voice_centered
-1430609600;Smartphone
-792438366;Voice_centered
-1709534267;Voice_centered
816553887;Data_only
-1304952499;Smartphone
-244609070;Voice_centered
1455773592;Tablets
-105804781;Voice_centered
1607977257;Tablets
-975336230;Voice_centered
-1826789433;Voice_centered
-1750403848;Voice_centered
1814061447;Feature_plus
2143965438;Voice_centered
756147960;Feature_plus
-1593781488;Feature_plus
-1239002911;Smartphone
-357683037;Data_only
-1968571737;Feature_plus
2139549282;Smartphone
-411090673;Smartphone
-1092819781;Tablets
-1729313214;Feature_plus
-657542962;Smartphone
-224337736;Feature_plus
-2029382832;Tablets
-2133315236;Smartphone
1722080466;Feature_plus
1056503017;Smartphone
-2034868983;Feature_plus
-1439342792;Smartphone
1002133008;Feature_plus
-1212531430;Smartphone
-374390417;Tablets
1521665268;Smartphone
-1656018654;Data_only
2061583828;Feature_plus
-217538268;Smartphone
-1220940072;Smartphone
901803817;Feature_plus
1327325245;Feature_plus
516972595;Voice_centered
-1656519578;Smartphone
1836874964;Tablets
1330569181;Smartphone
599375620;Smartphone
1561183040;Smartphone
-984175233;Voice_centered
-569010926;Feature_plus
782663839;Voice_centered
-1876227260;Voice_centered
1198906037;Voice_centered
1206558433;Voice_centered
-1354643342;Voice_centered
1335258252;Smartphone
661240686;Smartphone
-695860057;Smartphone
879246943;Smartphone
1110535363;Smartphone
822068669;Smartphone
-298490845;Smartphone
-1968685138;Smartphone
153628893;Smartphone
1420927978;Smartphone
-1467142998;Smartphone
-2045785260;Smartphone
-1920794031;Voice_centered
1270122247;Smartphone
-1485338781;Smartphone
1151880936;Smartphone
-665951078;Data_only
-432576736;Voice_centered
165148670;Voice_centered
-638047049;Feature_plus
-330532517;Smartphone
577895409;Smartphone
-1014126039;Smartphone
950377816;Smartphone
1724665436;Smartphone
1844181408;Smartphone
705600534;Feature_plus
739286270;Smartphone
-1498243724;Feature_plus
645090360;Voice_centered
-881766984;Smartphone
-336608164;Voice_centered
1781473075;Smartphone
-1278302554;Feature_plus
-361783235;Smartphone
2085141938;Feature_plus
1905151636;Smartphone
-638044567;Feature_plus
-606366379;Smartphone
-721224322;Smartphone
-1531566563;Feature_plus
1085947315;Feature_plus
1340627761;Voice_centered
1006211102;Smartphone
859561020;Smartphone
1108505634;Smartphone
2032316354;Voice_centered
544464250;Voice_centered
-856352866;Smartphone
-1001638113;Smartphone
-772289023;Smartphone
-1255308629;Smartphone
-1866968921;Smartphone
1942300559;Smartphone
-1836931626;Feature_plus
-1031750334;Voice_centered
-284607257;Feature_plus
429869597;Voice_centered
-2010723939;Voice_centered
-2044775551;Voice_centered
-200771250;Voice_centered
1572810923;Voice_centered
-255238343;Voice_centered
-1743279311;Voice_centered
611329860;Voice_centered
1923458809;Smartphone
-2022682863;Smartphone
-1174871241;Smartphone
976538581;Smartphone
2043389911;Smartphone
1809896242;Smartphone
-72064529;Smartphone
-2120285865;Smartphone
-1716317895;Smartphone
-1711184056;Voice_centered
1589284851;Voice_centered
878356240;Smartphone
-643719142;Voice_centered
935537089;Feature_plus
2102815867;Voice_centered
-491048965;Feature_plus
-1875810557;Smartphone
-1482933864;Smartphone
347582931;Tablets
2046675647;Smartphone
476300197;Smartphone
1465252709;Smartphone
1489961146;Feature_plus
-1938436075;Smartphone
339585723;Voice_centered
-764044476;Feature_plus
1145221000;Smartphone
171033453;Smartphone
-931868706;Voice_centered
-1004732474;Smartphone
-421877700;Feature_plus
1341956443;Smartphone
-20838268;Data_only
2019326108;Smartphone
272250591;Smartphone
1895381491;Feature_plus
-1843218918;Smartphone
-512767006;Smartphone
848224553;Voice_centered
-1992753998;Voice_centered
1662279989;Voice_centered
-23712695;Data_only
440098022;Smartphone
-1119441052;Smartphone
1853268360;Smartphone
-1446622096;Voice_centered
-1457256774;Smartphone
-58906424;Data_only
1756996697;Smartphone
2020044393;Voice_centered
-968685786;Voice_centered
1728372442;Voice_centered
1632295576;Voice_centered
1087145668;Smartphone
820867606;Smartphone
1234577116;Data_only
-2104904639;Smartphone
-1452393548;Smartphone
1830682322;Smartphone
422020090;Smartphone
948329875;Smartphone
-1946309484;Data_only
612221903;Smartphone
886237431;Smartphone
-978256195;Smartphone
740816181;Smartphone
-1237188395;Smartphone
1265206106;Smartphone
-1587241818;Tablets
1038626110;Voice_centered
1426487561;Voice_centered
-1299044299;Smartphone
225128007;Smartphone
-2057533739;Voice_centered
-1086492554;Smartphone
199807777;Smartphone
522778914;Feature_plus
2052719755;Smartphone
871132019;Smartphone
938817579;Smartphone
275210291;Voice_centered
1096152129;Feature_plus
-1214579878;Smartphone
1652104818;Voice_centered
961501262;Smartphone
1797421770;Feature_plus
-2024552495;Feature_plus
1900538700;Smartphone
-1293939249;Feature_plus
-1359197206;Feature_plus
1946017051;Smartphone
-827997891;Smartphone
546517280;Tablets
1248274303;Voice_centered
-499801306;Feature_plus
1590585856;Smartphone
1855702497;Feature_plus
-467039978;Voice_centered
-1206357546;Smartphone
1310748455;Feature_plus
-848612214;Voice_centered
-641177982;Smartphone
-247755346;Smartphone
773341821;Smartphone
402085438;Feature_plus
-878578252;Voice_centered
1895879594;Voice_centered
485600727;Data_only
734631135;Smartphone
-1023410444;Smartphone
-2146324779;Smartphone
394754550;Smartphone
1890140956;Data_only
-2143054234;Smartphone
1251138254;Data_only
-1400188781;Smartphone
-1448474739;Smartphone
-1826562960;Smartphone
1268238905;Smartphone
-1212701100;Smartphone
-282713601;Smartphone
-661276801;Smartphone
300171317;Voice_centered
503489122;Smartphone
-305365642;Voice_centered
-1093943739;Feature_plus
-1037401386;Feature_plus
2017902795;Smartphone
-1443441660;Voice_centered
1078616203;Feature_plus
575983160;Feature_plus
145635757;Feature_plus
-176990064;Smartphone
-2044255131;Smartphone
-661687929;Smartphone
84336815;Data_only
-1282040319;Tablets
-838368187;Smartphone
441439513;Voice_centered
-2069290628;Smartphone
-574973440;Feature_plus
-320975289;Smartphone
-254180761;Data_only
-2071441075;Feature_plus
-858584181;Smartphone
-1702105056;Feature_plus
-1765355340;Data_only
211568193;Smartphone
-1723978855;Feature_plus
-1007092439;Feature_plus
-1255636098;Data_only
1885097466;Voice_centered
198124956;Smartphone
-1433622758;Voice_centered
1570881229;Smartphone
442922428;Feature_plus
683437927;Tablets
-395037058;Voice_centered
-590112830;Feature_plus
680852116;Smartphone
407760833;Voice_centered
1321253963;Smartphone
-2130109216;Smartphone
1239264942;Voice_centered
-1836106736;Voice_centered
2091699696;Voice_centered
1148917549;Feature_plus
444868142;Smartphone
-1976995379;Smartphone
-792663045;Smartphone
-1467868698;Smartphone
913511103;Smartphone
86803550;Smartphone
-55045054;Smartphone
477935892;Smartphone
-688022035;Smartphone
-1647970444;Smartphone
-43985954;Smartphone
1523517122;Smartphone
1559033411;Smartphone
899242343;Smartphone
707635069;Smartphone
-2057572542;Smartphone
1159720005;Smartphone
-866245304;Voice_centered
-373017947;Voice_centered
-684558512;Voice_centered
1407861295;Smartphone
-1345045177;Smartphone
-740207202;Voice_centered
-1507139989;Feature_plus
721075545;Smartphone
1084634193;Smartphone
186178026;Smartphone
-1199208845;Tablets
-610440226;Voice_centered
832104424;Feature_plus
-1929867449;Feature_plus
2000390001;Data_only
-2100587224;Smartphone
-1111632770;Smartphone
-1023583452;Smartphone
-1606017091;Smartphone
-598749535;Smartphone
109042399;Voice_centered
-1831622607;Smartphone
-1973685560;Smartphone
1300673844;Voice_centered
-671284920;Voice_centered
-788208797;Feature_plus
-304353123;Smartphone
-1007492385;Smartphone
421336658;Voice_centered
-1439220901;Smartphone
1793741098;Voice_centered
-660604089;Smartphone
-694368272;Voice_centered
-1027627427;Tablets
1609889141;Voice_centered
-331356107;Smartphone
-1418306492;Smartphone
147754294;Smartphone
206775231;Smartphone
1081258219;Voice_centered
298043368;Feature_plus
-896286727;Tablets
505858034;Voice_centered
508135693;Voice_centered
-1622265581;Voice_centered
320697575;Data_only
1408914619;Smartphone
805980557;Data_only
-1074735892;Smartphone
-927948197;Smartphone
-1586562162;Smartphone
1434263917;Smartphone
-533567989;Data_only
-1892706852;Smartphone
-1370250389;Data_only
-668528181;Smartphone
616036982;Voice_centered
69727537;Voice_centered
1888529634;Feature_plus
-1505025363;Voice_centered
-776807316;Voice_centered
-955852915;Feature_plus
-732575115;Smartphone
-1394599613;Smartphone
-1939254409;Tablets
1164783492;Smartphone
-1890799842;Smartphone
-1560278619;Smartphone
1942540640;Feature_plus
1447752366;Smartphone
1661248828;Voice_centered
1887814602;Voice_centered
-863692344;Voice_centered
-2135564909;Voice_centered
1872427333;Smartphone
361842935;Feature_plus
-701616576;Smartphone
660515694;Smartphone
421246231;Smartphone
1708535710;Smartphone
1096692000;Smartphone
1865629307;Smartphone
-717773428;Smartphone
-240359826;Smartphone
-225616889;Feature_plus
1557462531;Feature_plus
-1050992880;Smartphone
-1050247206;Smartphone
1286567127;Smartphone
1326449019;Smartphone
1225796444;Voice_centered
-2032479304;Smartphone
1178025439;Feature_plus
-1815191550;Smartphone
1782239908;Feature_plus
-134744772;Smartphone
691887103;Smartphone
1623505236;Smartphone
945120744;Feature_plus
-2113503781;Voice_centered
2126121739;Feature_plus
167417242;Smartphone
1828022432;Voice_centered
719172122;Voice_centered
-995626001;Smartphone
1861506111;Smartphone
408408832;Smartphone
-412244872;Smartphone
1956209142;Tablets
1274229326;Smartphone
-776630284;Smartphone
-1004306844;Smartphone
1379020501;Data_only
-417978684;Smartphone
-541838973;Voice_centered
-550642279;Voice_centered
1129660153;Voice_centered
-2085756176;Voice_centered
179936482;Smartphone
-1232799650;Tablets
435341572;Voice_centered
1761746491;Smartphone
784296422;Voice_centered
-1072839829;Voice_centered
-377218899;Smartphone
-118050125;Smartphone
1831446335;Smartphone
1245182592;Smartphone
999914884;Smartphone
938981970;Smartphone
-225249772;Smartphone
1597882527;Feature_plus
-143802224;Data_only
-35566459;Smartphone
-2099155665;Smartphone
1965052226;Smartphone
458276338;Smartphone
-118118074;Feature_plus
-69506086;Smartphone
-1102252663;Feature_plus
-1199043033;Feature_plus
1551035502;Smartphone
-421520311;Smartphone
76936763;Smartphone
718895778;Feature_plus
-1337284732;Feature_plus
1026997600;Tablets
1062144521;Smartphone
980197748;Smartphone
-1040687489;Voice_centered
360970683;Voice_centered
691645747;Smartphone
1800776917;Smartphone
-928414629;Voice_centered
-1783422510;Voice_centered
626762553;Voice_centered
-2029929794;Voice_centered
1895494000;Smartphone
1670593051;Feature_plus
1217308371;Smartphone
-1916879253;Smartphone
-830815127;Smartphone
166834705;Smartphone
-1696340412;Smartphone
1289861441;Smartphone
-1972406870;Smartphone
-1291239523;Smartphone
-789043111;Smartphone
292228475;Smartphone
-1684513739;Smartphone
-1551253449;Smartphone
1467659952;Tablets
-251281490;Data_only
170360728;Voice_centered
-1753038795;Voice_centered
1694368071;Feature_plus
-800048105;Smartphone
-1570902440;Voice_centered
-265185658;Smartphone
1860746746;Smartphone
996355989;Smartphone
2069709694;Feature_plus
-417689716;Smartphone
1405865764;Smartphone
1237390961;Data_only
-1165080308;Feature_plus
-1209787635;Smartphone
-2013359326;Feature_plus
977478204;Smartphone
-2002786033;Smartphone
679209030;Voice_centered
1057910194;Voice_centered
921653800;Smartphone
-31601366;Feature_plus
825232029;Smartphone
-1589556383;Smartphone
-1973692334;Smartphone
1702747618;Voice_centered
-1123135474;Feature_plus
30477590;Voice_centered
2058176078;Tablets
-1790903465;Smartphone
1701578372;Tablets
-1677921879;Voice_centered
1235486720;Feature_plus
1919354801;Smartphone
-1947896088;Smartphone
-2004414477;Tablets
1302600106;Voice_centered
-948203406;Feature_plus
600041745;Voice_centered
-1381474711;Voice_centered
2014488719;Data_only
-1522832579;Voice_centered
-388450780;Voice_centered
-1095019845;Voice_centered
298505444;Voice_centered
438829596;Voice_centered
996324014;Smartphone
-1381788455;Voice_centered
1126280302;Smartphone
564080572;Smartphone
1069599709;Smartphone
1667580308;Smartphone
-1221142101;Smartphone
1084667881;Smartphone
-875638413;Smartphone
788627594;Smartphone
1015738063;Smartphone
-400149725;Voice_centered
-1169599264;Voice_centered
-115244660;Voice_centered
-1451343115;Feature_plus
-1558549391;Voice_centered
-266821453;Smartphone
1762447530;Smartphone
426029841;Smartphone
2008059604;Smartphone
264120143;Smartphone
-1637218356;Feature_plus
1058603036;Voice_centered
815013669;Tablets
-1284876161;Voice_centered
1804666585;Feature_plus
-883540813;Feature_plus
-1043222686;Smartphone
-264878684;Smartphone
718236239;Feature_plus
-637995583;Smartphone
-362700061;Feature_plus
-1169519656;Smartphone
1947524236;Feature_plus
-250141441;Voice_centered
-1847827844;Smartphone
748763340;Smartphone
1430327931;Smartphone
494622783;Feature_plus
1101746473;Feature_plus
704006846;Feature_plus
1844075331;Voice_centered
-1628905093;Smartphone
-1095331988;Tablets
457967861;Smartphone
-1887676516;Smartphone
923896545;Feature_plus
984695535;Data_only
-338132800;Smartphone
376431809;Smartphone
694576659;Feature_plus
624686917;Voice_centered
-1174409343;Voice_centered
